"DEPLOYMENT NAME","QUAY TAG","VULNERABILITY ID","DATA SOURCE","VULNERABILITY SEVERITY","PACKAGE NAME","VERSION INSTALLED","FIXED VERSIONS","FIXED STATE""
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2011-4087","https://access.redhat.com/security/cve/CVE-2011-4087","Medium","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2014-1936","https://nvd.nist.gov/vuln/detail/CVE-2014-1936","High","rc","1.2.8","[]","unknown"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2015-0903","https://nvd.nist.gov/vuln/detail/CVE-2015-0903","High","editor","1.0.0","[]","unknown"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2016-20012","https://access.redhat.com/security/cve/CVE-2016-20012","Low","openssh","8.0p1-16.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2016-20012","https://access.redhat.com/security/cve/CVE-2016-20012","Low","openssh-clients","8.0p1-16.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2016-4607","https://access.redhat.com/security/cve/CVE-2016-4607","Medium","libxslt","1.1.32-6.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2016-4607","https://access.redhat.com/security/cve/CVE-2016-4607","Medium","libxslt-devel","1.1.32-6.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-14166","https://access.redhat.com/security/cve/CVE-2017-14166","Low","bsdtar","3.3.3-4.el8","[]","not-fixed"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-14166","https://access.redhat.com/security/cve/CVE-2017-14166","Low","libarchive","3.3.3-4.el8","[]","not-fixed"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-14501","https://access.redhat.com/security/cve/CVE-2017-14501","Low","bsdtar","3.3.3-4.el8","[]","not-fixed"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-14501","https://access.redhat.com/security/cve/CVE-2017-14501","Low","libarchive","3.3.3-4.el8","[]","not-fixed"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-15897","https://access.redhat.com/security/cve/CVE-2017-15897","Low","nodejs","1:14.20.1-2.module+el8.7.0+16991+b0a68a3e","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-15897","https://access.redhat.com/security/cve/CVE-2017-15897","Low","nodejs-docs","1:14.20.1-2.module+el8.7.0+16991+b0a68a3e","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-15897","https://access.redhat.com/security/cve/CVE-2017-15897","Low","nodejs-full-i18n","1:14.20.1-2.module+el8.7.0+16991+b0a68a3e","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-15897","https://access.redhat.com/security/cve/CVE-2017-15897","Low","npm","1:6.14.17-1.14.20.1.2.module+el8.7.0+16991+b0a68a3e","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-17095","https://access.redhat.com/security/cve/CVE-2017-17095","Medium","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2017-17095","https://access.redhat.com/security/cve/CVE-2017-17095","Medium","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000021","https://access.redhat.com/security/cve/CVE-2018-1000021","Medium","git","2.31.1-2.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000021","https://access.redhat.com/security/cve/CVE-2018-1000021","Medium","git-core","2.31.1-2.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000021","https://access.redhat.com/security/cve/CVE-2018-1000021","Medium","git-core-doc","2.31.1-2.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000021","https://access.redhat.com/security/cve/CVE-2018-1000021","Medium","perl-Git","2.31.1-2.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000654","https://access.redhat.com/security/cve/CVE-2018-1000654","Low","libtasn1","4.13-3.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000876","https://access.redhat.com/security/cve/CVE-2018-1000876","Medium","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000879","https://access.redhat.com/security/cve/CVE-2018-1000879","Low","bsdtar","3.3.3-4.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000879","https://access.redhat.com/security/cve/CVE-2018-1000879","Low","libarchive","3.3.3-4.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000880","https://access.redhat.com/security/cve/CVE-2018-1000880","Low","bsdtar","3.3.3-4.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1000880","https://access.redhat.com/security/cve/CVE-2018-1000880","Low","libarchive","3.3.3-4.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-10021","https://access.redhat.com/security/cve/CVE-2018-10021","Unknown","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-10779","https://access.redhat.com/security/cve/CVE-2018-10779","Low","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-10779","https://access.redhat.com/security/cve/CVE-2018-10779","Low","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-10801","https://access.redhat.com/security/cve/CVE-2018-10801","Low","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-10801","https://access.redhat.com/security/cve/CVE-2018-10801","Low","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1121","https://access.redhat.com/security/cve/CVE-2018-1121","Low","procps-ng","3.3.15-9.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-12641","https://access.redhat.com/security/cve/CVE-2018-12641","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-12697","https://access.redhat.com/security/cve/CVE-2018-12697","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-12698","https://access.redhat.com/security/cve/CVE-2018-12698","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-12699","https://access.redhat.com/security/cve/CVE-2018-12699","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-12700","https://access.redhat.com/security/cve/CVE-2018-12700","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-12934","https://access.redhat.com/security/cve/CVE-2018-12934","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-1302","https://access.redhat.com/security/cve/CVE-2018-1302","Low","mod_http2","1.15.7-5.module+el8.6.0+13996+01710940","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-15209","https://access.redhat.com/security/cve/CVE-2018-15209","Medium","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-15209","https://access.redhat.com/security/cve/CVE-2018-15209","Medium","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-15594","https://access.redhat.com/security/cve/CVE-2018-15594","Medium","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-15919","https://access.redhat.com/security/cve/CVE-2018-15919","Low","openssh","8.0p1-16.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-15919","https://access.redhat.com/security/cve/CVE-2018-15919","Low","openssh-clients","8.0p1-16.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-16335","https://access.redhat.com/security/cve/CVE-2018-16335","Medium","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-16335","https://access.redhat.com/security/cve/CVE-2018-16335","Medium","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-16428","https://access.redhat.com/security/cve/CVE-2018-16428","Low","glib2","2.56.4-159.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-16862","https://access.redhat.com/security/cve/CVE-2018-16862","Medium","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-17101","https://access.redhat.com/security/cve/CVE-2018-17101","Low","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-17101","https://access.redhat.com/security/cve/CVE-2018-17101","Low","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-17360","https://access.redhat.com/security/cve/CVE-2018-17360","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-17794","https://access.redhat.com/security/cve/CVE-2018-17794","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-17977","https://access.redhat.com/security/cve/CVE-2018-17977","Medium","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-17985","https://access.redhat.com/security/cve/CVE-2018-17985","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18309","https://access.redhat.com/security/cve/CVE-2018-18309","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18483","https://access.redhat.com/security/cve/CVE-2018-18483","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18484","https://access.redhat.com/security/cve/CVE-2018-18484","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18605","https://access.redhat.com/security/cve/CVE-2018-18605","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18606","https://access.redhat.com/security/cve/CVE-2018-18606","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18607","https://access.redhat.com/security/cve/CVE-2018-18607","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18700","https://access.redhat.com/security/cve/CVE-2018-18700","Low","binutils","2.30-117.el8","[]","not-fixed"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-18701","https://access.redhat.com/security/cve/CVE-2018-18701","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19210","https://access.redhat.com/security/cve/CVE-2018-19210","Low","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19210","https://access.redhat.com/security/cve/CVE-2018-19210","Low","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19211","https://access.redhat.com/security/cve/CVE-2018-19211","Low","ncurses","6.1-9.20180224.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19211","https://access.redhat.com/security/cve/CVE-2018-19211","Low","ncurses-base","6.1-9.20180224.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19211","https://access.redhat.com/security/cve/CVE-2018-19211","Low","ncurses-libs","6.1-9.20180224.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19217","https://access.redhat.com/security/cve/CVE-2018-19217","Low","ncurses","6.1-9.20180224.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19217","https://access.redhat.com/security/cve/CVE-2018-19217","Low","ncurses-base","6.1-9.20180224.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19217","https://access.redhat.com/security/cve/CVE-2018-19217","Low","ncurses-libs","6.1-9.20180224.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-19932","https://access.redhat.com/security/cve/CVE-2018-19932","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20002","https://access.redhat.com/security/cve/CVE-2018-20002","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20225","https://access.redhat.com/security/cve/CVE-2018-20225","Low","python3-pip-wheel","9.0.3-22.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20623","https://access.redhat.com/security/cve/CVE-2018-20623","Medium","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20651","https://access.redhat.com/security/cve/CVE-2018-20651","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","cpp","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","gcc","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","gcc-c++","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","gcc-gdb-plugin","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","gcc-gfortran","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","gcc-plugin-annobin","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","libgcc","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","libgfortran","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","libgomp","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","libquadmath","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","libquadmath-devel","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","libstdc++","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20657","https://access.redhat.com/security/cve/CVE-2018-20657","Low","libstdc++-devel","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20671","https://access.redhat.com/security/cve/CVE-2018-20671","Medium","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20673","https://access.redhat.com/security/cve/CVE-2018-20673","Medium","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20786","https://access.redhat.com/security/cve/CVE-2018-20786","Low","vim-filesystem","2:8.0.1763-19.el8_6.4","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20786","https://access.redhat.com/security/cve/CVE-2018-20786","Low","vim-minimal","2:8.0.1763-19.el8_6.4","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20839","https://access.redhat.com/security/cve/CVE-2018-20839","Medium","systemd","239-68.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20839","https://access.redhat.com/security/cve/CVE-2018-20839","Medium","systemd-libs","239-68.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-20839","https://access.redhat.com/security/cve/CVE-2018-20839","Medium","systemd-pam","239-68.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-5360","https://access.redhat.com/security/cve/CVE-2018-5360","Low","libtiff","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-5360","https://access.redhat.com/security/cve/CVE-2018-5360","Low","libtiff-devel","4.0.9-23.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-5711","https://access.redhat.com/security/cve/CVE-2018-5711","Low","gd","2.2.5-7.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-5711","https://access.redhat.com/security/cve/CVE-2018-5711","Low","gd-devel","2.2.5-7.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-6872","https://access.redhat.com/security/cve/CVE-2018-6872","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-7273","https://access.redhat.com/security/cve/CVE-2018-7273","Low","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2018-8043","https://access.redhat.com/security/cve/CVE-2018-8043","Low","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc-common","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc-devel","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc-gconv-extra","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc-headers","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc-langpack-en","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc-locale-source","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-1010022","https://access.redhat.com/security/cve/CVE-2019-1010022","Unknown","glibc-minimal-langpack","2.28-211.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-11038","https://access.redhat.com/security/cve/CVE-2019-11038","Low","gd","2.2.5-7.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-11038","https://access.redhat.com/security/cve/CVE-2019-11038","Low","gd-devel","2.2.5-7.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-11184","https://access.redhat.com/security/cve/CVE-2019-11184","Medium","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-11236","https://nvd.nist.gov/vuln/detail/CVE-2019-11236","Medium","urllib3","1.24.2","[]","unknown"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-12380","https://access.redhat.com/security/cve/CVE-2019-12380","Low","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-12900","https://access.redhat.com/security/cve/CVE-2019-12900","Low","bzip2","1.0.6-26.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-12900","https://access.redhat.com/security/cve/CVE-2019-12900","Low","bzip2-devel","1.0.6-26.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-12900","https://access.redhat.com/security/cve/CVE-2019-12900","Low","bzip2-libs","1.0.6-26.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-12904","https://access.redhat.com/security/cve/CVE-2019-12904","Medium","libgcrypt","1.8.5-7.el8_6","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-12904","https://access.redhat.com/security/cve/CVE-2019-12904","Medium","libgcrypt-devel","1.8.5-7.el8_6","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-12972","https://access.redhat.com/security/cve/CVE-2019-12972","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-13117","https://access.redhat.com/security/cve/CVE-2019-13117","Low","libxslt","1.1.32-6.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-13117","https://access.redhat.com/security/cve/CVE-2019-13117","Low","libxslt-devel","1.1.32-6.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-13118","https://access.redhat.com/security/cve/CVE-2019-13118","Low","libxslt","1.1.32-6.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-13118","https://access.redhat.com/security/cve/CVE-2019-13118","Low","libxslt-devel","1.1.32-6.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-13631","https://access.redhat.com/security/cve/CVE-2019-13631","Medium","kernel-headers","4.18.0-425.3.1.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","binutils","2.30-117.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","cpp","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","gcc","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","gcc-c++","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","gcc-gdb-plugin","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","gcc-gfortran","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","gcc-plugin-annobin","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","libgcc","8.5.0-15.el8","[]","wont-fix"
"quay.io/cloudservices/insights-inventory","00e4da8","CVE-2019-14250","https://access.redhat.com/security/cve/CVE-2019-14250","Low","libgfortran","8.5.0-15.el8","[]","wont-fix"
